,source_link,target_link 
7890,4103,102
7891,4104,102
7892,4105,70
7893,4105,1617
7894,4107,8734
7895,4107,6130
7896,4107,3408
7897,4107,102
7898,4107,223
7899,4108,102
7900,4108,6884
7901,4108,5855
7902,4110,70
7903,4110,1617
7904,4111,4118
7905,4111,610
7906,4111,3030
7907,4111,2968
7908,4111,42
7909,4112,8716
7910,4112,8687
7911,4112,1079
7912,4112,31
7913,4112,9
7914,4112,70
7915,4112,3022
7916,4112,8719
7917,4112,219
7918,4112,102
7919,4113,102
7920,4113,6130
7921,4113,3085
7922,4114,33
7923,4114,111
7924,4114,8671
7925,4114,1806
7926,4114,6427
7927,4114,102
7928,4116,102
7929,4117,42
7930,4117,102
7931,4117,27
7932,4117,114
7933,4117,2078
7934,4118,4111
7935,4118,596
7936,4118,6144
7937,4118,102
7938,4118,3030
7939,4119,102
7940,4120,102
7941,4120,604
7942,4120,8
7943,4120,69
7944,4120,7898
7945,4121,102
7946,4122,4109
7947,4122,102
7948,4123,102
7949,4124,102
7950,4125,604
7951,4125,102
7952,4126,102
7953,4127,41
7954,4127,102
7955,4128,102
7956,4128,1812
7957,4129,102
7958,4131,102
7959,4132,1809
7960,4132,1806
7961,4132,5784
7962,4132,2408
7963,4132,1812
7964,4132,602
7965,4132,102
7966,4133,6884
7967,4133,1809
7968,4133,1806
7969,4133,1810
7970,4133,102
7971,4134,102
7972,4135,102
7973,4135,3939
7974,4137,69
7975,4137,339
7976,4137,8
7977,4142,103
7978,4144,3477
7979,4146,1079
7980,4146,70
7981,4146,144
7982,4146,298
7983,4146,103
7984,4146,358
7985,4146,69
7986,4146,599
7987,4146,4164
7988,4147,9143
7989,4147,8652
7990,4147,1079
7991,4147,308
7992,4147,7902
7993,4147,2536
7994,4147,8665
7995,4147,17
7996,4147,7905
7997,4147,369
7998,4147,8717
7999,4150,1079
8000,4150,3019
8001,4150,70
8002,4150,144
8003,4150,298
8004,4150,103
8005,4150,358
8006,4150,69
8007,4150,599
8008,4150,4164
8009,4151,2078
8010,4151,8096
8011,4151,3188
8012,4152,298
8013,4152,3410
8014,4153,8096
8015,4153,2974
8016,4154,339
8017,4154,2421
8018,4154,8096
8019,4154,269
8020,4154,603
8021,4155,115
8022,4155,103
8023,4155,1079
8024,4156,5639
8025,4156,103
8026,4157,2078
8027,4157,103
8028,4161,7895
8029,4161,3410
8030,4161,1490
8031,4162,103
8032,4164,7459
8033,4164,195
8034,4164,297
8035,4164,241
8036,4166,103
8037,4167,103
8038,4169,7902
8039,4169,337
8040,4169,1806
8041,4170,599
8042,4171,1812
8043,4171,597
8044,4171,3022
8045,4171,1618
8046,4171,1806
8047,4171,1809
8048,4171,1807
8049,4171,1810
8050,4171,1808
8051,4174,103
8052,4175,103
8053,4176,2078
8054,4176,103
8055,4178,103
8056,4180,8096
8057,4180,4786
8058,4180,2677
8059,4180,612
8060,4180,297
8061,4180,1806
8062,4182,6427
8063,4183,7895
8064,4184,104
8065,4185,104
8066,4186,104
8067,4188,104
8068,4189,104
8069,4191,104
8070,4192,104
8071,4193,104
8072,4195,104
8073,4197,104
8074,4199,105
8075,4201,105
8076,4201,4206
8077,4203,1618
8078,4205,105
8079,4205,4214
8080,4206,105
8081,4208,105
8082,4211,105
8083,4214,105
8084,4216,4207
8085,4219,105
8086,4229,105
8087,4230,106
8088,4230,459
8089,4232,106
8090,4232,459
8091,4232,199
8092,4232,457
8093,4234,0
8094,4234,106
8095,4234,2399
8096,4235,4823
8097,4235,81
8098,4235,106
8099,4237,0
8100,4237,106
8101,4237,459
8102,4238,106
8103,4238,459
8104,4238,440
8105,4238,199
8106,4238,22
8107,4238,432
8108,4238,81
8109,4238,460
8110,4239,106
8111,4239,459
8112,4240,22
8113,4240,106
8114,4240,340
8115,4241,106
8116,4241,0
8117,4241,7894
8118,4241,199
8119,4241,32
8120,4242,451
8121,4243,107
8122,4244,107
8123,4244,238
8124,4244,4292
8125,4247,107
8126,4248,1
8127,4248,54
8128,4248,2298
8129,4248,0
8130,4248,1488
8131,4248,1489
8132,4248,3302
8133,4248,1475
8134,4248,6
8135,4248,1490
8136,4248,3
8137,4248,107
8138,4248,4296
8139,4249,107
8140,4250,107
8141,4251,107
8142,4251,9036
8143,4252,107
8144,4254,107
8145,4255,107
8146,4258,0
8147,4258,1488
8148,4258,1489
8149,4258,1475
8150,4258,6
8151,4258,1490
8152,4258,1491
8153,4258,3
8154,4258,107
8155,4258,1492
8156,4258,1493
8157,4258,1495
8158,4258,458
8159,4258,2407
8160,4258,2408
8161,4258,2409
8162,4258,2411
8163,4258,2412
8164,4258,7898
8165,4258,5065
8166,4258,67
8167,4258,4296
8168,4259,0
8169,4259,107
8170,4259,1475
8171,4261,4823
8172,4261,1488
8173,4261,1489
8174,4261,1475
8175,4261,2409
8176,4261,6
8177,4261,1490
8178,4261,1491
8179,4261,2411
8180,4261,3
8181,4261,107
8182,4262,107
8183,4263,4823
8184,4263,5804
8185,4263,107
8186,4263,458
8187,4263,2408
8188,4263,2409
8189,4263,2410
8190,4264,107
8191,4268,107
8192,4268,4823
8193,4269,107
8194,4270,8725
8195,4270,1490
8196,4270,107
8197,4271,4257
8198,4271,107
8199,4272,107
8200,4272,1806
8201,4273,107
8202,4273,3432
8203,4274,107
8204,4274,3432
8205,4275,1493
8206,4275,107
8207,4275,3
8208,4279,107
8209,4280,107
8210,4281,3408
8211,4281,107
8212,4281,48
8213,4282,107
8214,4283,107
8215,4284,7910
8216,4284,1491
8217,4284,107
8218,4285,0
8219,4285,1491
8220,4285,107
8221,4285,1495
8222,4285,61
8223,4285,164
8224,4286,107
8225,4286,4823
8226,4298,7905
8227,4298,0
8228,4298,108
8229,4302,4823
8230,4302,1488
8231,4302,108
8232,4303,1806
8233,4303,8698
8234,4303,127
8235,4303,1079
8236,4303,8674
8237,4303,8652
8238,4303,3937
8239,4303,8725
8240,4303,8744
8241,4303,8669
8242,4303,1492
8243,4303,8683
8244,4303,8748
8245,4303,2465
8246,4303,8682
8247,4303,8747
8248,4303,108
8249,4303,602
8250,4303,7914
8251,4303,8708
8252,4304,108
8253,4304,20
8254,4304,1
8255,4304,1475
8256,4307,8
8257,4307,1079
8258,4307,602
8259,4307,8708
8260,4307,8725
8261,4307,108
8262,4307,7905
8263,4307,127
8264,4307,7914
8265,4307,8665
8266,4307,8749
8267,4307,8672
8268,4307,8716
8269,4309,108
8270,4309,4823
8271,4309,5804
8272,4309,9036
8273,4311,8734
8274,4311,8738
8275,4311,8733
8276,4311,8008
8277,4311,7755
8278,4311,8659
8279,4311,8664
8280,4311,8692
8281,4311,17
8282,4311,3187
8283,4311,108
8284,4311,8715
8285,4312,8708
8286,4312,8746
8287,4312,8681
8288,4312,8745
8289,4312,8734
8290,4312,1488
8291,4312,108
8292,4312,8652
8293,4312,8672
8294,4315,14
8295,4315,339
8296,4315,1075
8297,4315,23
8298,4315,108
8299,4315,8
8300,4315,7964
8301,4316,1
8302,4316,30
8303,4316,108
8304,4316,0
8305,4316,22
8306,4316,18
8307,4317,127
8308,4317,1079
8309,4317,8652
8310,4317,3937
8311,4317,8725
8312,4317,8744
8313,4317,8669
8314,4317,1492
8315,4317,8683
8316,4317,8748
8317,4317,2465
8318,4317,8682
8319,4317,8747
8320,4317,108
8321,4317,602
8322,4317,7914
8323,4317,8708
8324,4320,8687
8325,4320,8734
8326,4320,8716
8327,4320,1806
8328,4320,2465
8329,4320,108
8330,4320,0
8331,4320,1490
8332,4322,81
8333,4324,1490
8334,4324,108
8335,4324,1488
8336,4324,2827
8337,4324,8747
8338,4324,6178
8339,4324,2826
8340,4326,81
8341,4328,0
8342,4328,108
8343,4329,1
8344,4329,8717
8345,4329,8729
8346,4329,108
8347,4329,1493
8348,4329,8658
8349,4329,472
8350,4329,8734
8351,4331,30
8352,4331,7905
8353,4331,7910
8354,4331,17
8355,4331,108
8356,4331,7914
8357,4331,7903
8358,4332,108
8359,4333,8708
8360,4333,108
8361,4338,0
8362,4338,108
8363,4343,109
8364,4345,1488
8365,4345,109
8366,4345,4391
8367,4346,1488
8368,4346,109
8369,4347,5804
8370,4347,109
8371,4347,4386
8372,4347,4387
8373,4347,4388
8374,4347,4389
8375,4347,4390
8376,4347,4344
8377,4347,4391
8378,4348,1488
8379,4348,109
8380,4350,109
8381,4350,5804
8382,4351,1488
8383,4351,4363
8384,4351,109
8385,4352,109
8386,4352,5804
8387,4353,5804
8388,4353,5059
8389,4353,109
8390,4354,1488
8391,4354,109
8392,4355,1488
8393,4355,109
8394,4356,5804
8395,4356,109
8396,4357,109
8397,4359,2407
8398,4359,1488
8399,4359,109
8400,4360,1488
8401,4360,109
8402,4361,4347
8403,4361,4344
8404,4361,4355
8405,4361,4391
8406,4361,1488
8407,4363,109
8408,4363,1488
8409,4365,109
8410,4366,109
8411,4367,109
8412,4368,109
8413,4369,109
8414,4371,109
8415,4371,9542
8416,4373,109
8417,4374,109
8418,4375,109
8419,4377,109
8420,4378,109
8421,4379,1488
8422,4379,109
8423,4387,109
8424,4390,109
8425,4390,5804
8426,4391,1488
8427,4392,110
8428,4395,110
8429,4397,110
8430,4397,9542
8431,4400,344
8432,4400,303
8433,4400,2257
8434,4400,160
8435,4400,6145
8436,4400,6282
8437,4400,3187
8438,4400,3805
8439,4400,8172
8440,4401,2078
8441,4403,110
8442,4405,110
8443,4407,110
8444,4407,4395
8445,4408,110
8446,4409,3855
8447,4412,110
8448,4415,110
8449,4417,6282
8450,4418,110
8451,4420,302
8452,4420,192
8453,4420,162
8454,4420,344
8455,4420,146
8456,4420,110
8457,4420,8653
8458,4420,8692
8459,4420,8687
8460,4420,8725
8461,4420,8742
8462,4420,8773
8463,4423,4395
8464,4423,110
8465,4424,192
8466,4424,8653
8467,4424,68
8468,4425,110
8469,4431,1812
8470,4431,6130
8471,4431,6282
8472,4432,110
8473,4433,192
8474,4433,162
8475,4433,344
8476,4433,146
8477,4433,110
8478,4433,8687
8479,4433,8653
8480,4433,8692
8481,4433,8725
8482,4433,8742
8483,4433,8773
8484,4433,302
8485,4434,110
8486,4435,110
8487,4435,1808
8488,4435,1810
8489,4435,6427
8490,4437,110
8491,4438,1488
8492,4443,7895
8493,4446,6427
8494,4448,604
8495,4448,8641
8496,4449,8630
8497,4449,111
8498,4450,8629
8499,4450,8630
8500,4450,111
8501,4450,8635
8502,4450,8637
8503,4452,8630
8504,4452,604
8505,4452,8629
8506,4452,111
8507,4452,8648
8508,4452,8636
8509,4452,8645
8510,4452,8638
8511,4459,111
8512,4459,8628
8513,4459,4780
8514,4459,1660
8515,4460,1488
8516,4460,111
8517,4460,138
8518,4460,144
8519,4462,8629
8520,4462,8630
8521,4462,111
8522,4462,8635
8523,4462,8637
8524,4462,8638
8525,4462,8640
8526,4462,8641
8527,4462,8642
8528,4462,8646
8529,4462,8647
8530,4462,8649
8531,4462,8651
8532,4464,8725
8533,4464,8634
8534,4464,8647
8535,4464,8629
8536,4464,8635
8537,4464,8630
8538,4464,8638
8539,4464,8648
8540,4464,8642
8541,4464,8649
8542,4464,111
8543,4464,8636
8544,4464,8637
8545,4464,8640
8546,4464,8645
8547,4464,8641
8548,4464,8646
8549,4464,8651
8550,4465,8671
8551,4466,276
8552,4466,802
8553,4466,8635
8554,4466,8642
8555,4466,8644
8556,4466,8648
8557,4468,8636
8558,4468,8641
8559,4468,8648
8560,4469,138
8561,4471,3943
8562,4472,37
8563,4472,4823
8564,4472,111
8565,4474,8630
8566,4474,111
8567,4474,8635
8568,4474,8645
8569,4474,8641
8570,4474,8648
8571,4474,8649
8572,4474,8650
8573,4474,8651
8574,4475,7902
8575,4475,111
8576,4476,8630
8577,4476,111
8578,4476,53
8579,4476,4455
8580,4476,8641
8581,4476,8649
8582,4478,111
8583,4478,126
8584,4478,31
8585,4478,14
8586,4478,8671
8587,4478,1660
8588,4481,111
8589,4481,37
8590,4481,374
8591,4481,119
8592,4483,111
8593,4484,1806
8594,4485,111
8595,4488,472
8596,4488,1806
8597,4488,1984
8598,4488,111
8599,4489,205
8600,4490,1993
8601,4490,7078
8602,4490,271
8603,4490,112
8604,4491,112
8605,4491,1661
8606,4492,936
8607,4492,112
8608,4493,262
8609,4493,339
8610,4493,112
8611,4493,4164
8612,4493,26
8613,4493,45
8614,4493,384
8615,4493,610
8616,4494,112
8617,4498,112
8618,4499,112
8619,4500,934
8620,4500,186
8621,4500,112
8622,4500,271
8623,4501,8652
8624,4501,1079
8625,4501,112
8626,4503,112
8627,4503,4495
8628,4504,112
8629,4507,8687
8630,4508,113
8631,4510,113
8632,4513,113
8633,4520,113
8634,4521,113
8635,4523,113
8636,4524,8773
8637,4526,113
8638,4527,113
8639,4528,77
8640,4528,113
8641,4529,113
8642,4535,113
8643,4537,8681
8644,4541,3245
8645,4541,113
8646,4542,3245
8647,4542,113
8648,4546,77
8649,4546,113
8650,4546,388
8651,4546,8742
8652,4546,604
8653,4546,8641
8654,4546,8653
8655,4547,6427
8656,4550,4548
8657,4553,114
8658,4554,114
8659,4555,609
8660,4555,125
8661,4555,295
8662,4555,369
8663,4555,49
8664,4555,37
8665,4559,369
8666,4561,74
8667,4561,3153
8668,4561,1807
8669,4561,1806
8670,4561,1810
8671,4561,1808
8672,4561,1811
8673,4563,2248
8674,4563,16
8675,4565,75
8676,4570,16
8677,4570,114
8678,4572,114
8679,4572,20
8680,4572,1812
8681,4572,6427
8682,4574,75
8683,4576,8704
8684,4577,3019
8685,4578,114
8686,4584,8161
8687,4589,114
8688,4589,6939
8689,4589,8204
8690,4590,1806
8691,4590,1811
8692,4590,1809
8693,4590,4559
8694,4591,8162
8695,4591,114
8696,4592,27
8697,4592,114
8698,4594,5855
8699,4594,6427
8700,4596,1076
8701,4597,1075
8702,4598,1075
8703,4598,3410
8704,4598,3409
8705,4599,1075
8706,4599,3410
8707,4599,3409
8708,4600,1075
8709,4600,3410
8710,4600,3409
8711,4603,1076
8712,4603,9542
8713,4603,8652
8714,4603,602
8715,4603,1812
8716,4604,1075
8717,4604,3410
8718,4604,3409
8719,4605,1075
8720,4605,3410
8721,4605,3409
8722,4607,1075
8723,4607,1076
8724,4608,212
8725,4608,70
8726,4608,115
8727,4608,1075
8728,4608,3354
8729,4608,8092
8730,4609,3022
8731,4610,1410
8732,4610,2825
8733,4610,472
8734,4610,3022
8735,4610,3020
8736,4610,1075
8737,4610,3410
8738,4610,8717
8739,4610,263
8740,4611,1812
8741,4611,3409
8742,4611,1075
8743,4612,3409
8744,4613,3409
8745,4615,115
8746,4616,3022
8747,4616,1075
8748,4617,3022
8749,4617,1075
8750,4617,8057
8751,4618,115
8752,4618,3410
8753,4618,1075
8754,4619,3410
8755,4619,3354
8756,4620,1075
8757,4621,1076
8758,4621,1075
8759,4621,3106
8760,4622,3367
8761,4622,115
8762,4622,1075
8763,4623,2399
8764,4623,7895
8765,4623,128
8766,4623,1079
8767,4623,4967
8768,4623,8628
8769,4623,3409
8770,4623,1812
8771,4623,598
8772,4624,1075
8773,4625,69
8774,4625,388
8775,4625,3022
8776,4625,82
8777,4625,1
8778,4625,10
8779,4625,6
8780,4625,1075
8781,4626,7902
8782,4626,138
8783,4626,8089
8784,4626,388
8785,4626,119
8786,4626,392
8787,4626,8665
8788,4626,8755
8789,4626,1075
8790,4626,3022
8791,4626,4595
8792,4626,3020
8793,4626,3399
8794,4628,3410
8795,4628,3354
8796,4628,1075
8797,4629,3022
8798,4629,3409
8799,4629,3410
8800,4629,2635
8801,4630,115
8802,4632,3409
8803,4632,1075
8804,4633,70
8805,4633,3025
8806,4633,1075
8807,4634,3018
8808,4634,115
8809,4636,3027
8810,4636,8755
8811,4638,4644
8812,4639,4644
8813,4642,116
8814,4648,3937
8815,4648,2825
8816,4648,2826
8817,4648,472
8818,4648,116
8819,4650,116
8820,4651,116
8821,4654,116
8822,4658,116
8823,4658,2078
8824,4659,7801
8825,4661,4644
8826,4661,116
8827,4662,116
8828,4663,116
8829,4666,116
8830,4668,1806
8831,4671,117
8832,4671,4715
8833,4671,9110
8834,4671,4717
8835,4671,4719
8836,4671,4967
8837,4671,26
8838,4671,9111
8839,4672,117
8840,4673,117
8841,4673,4723
8842,4674,117
8843,4674,4715
8844,4674,9110
8845,4674,4717
8846,4674,4719
8847,4674,1811
8848,4674,4967
8849,4674,1806
8850,4674,1810
8851,4674,8624
8852,4675,9106
8853,4675,1633
8854,4675,117
8855,4675,26
8856,4675,9108
8857,4675,4967
8858,4676,9106
8859,4676,1633
8860,4676,117
8861,4676,26
8862,4676,9108
8863,4676,4967
8864,4679,117
8865,4680,9106
8866,4680,9108
8867,4680,117
8868,4680,4715
8869,4680,4714
8870,4680,4716
8871,4680,2475
8872,4681,117
8873,4681,4723
8874,4682,117
8875,4682,4717
8876,4682,4716
8877,4682,4715
8878,4683,117
8879,4683,4723
8880,4684,1812
8881,4686,9106
8882,4686,26
8883,4686,117
8884,4688,7905
8885,4689,460
8886,4689,4720
8887,4689,9110
8888,4689,4718
8889,4689,9108
8890,4690,9108
8891,4690,9109
8892,4690,9107
8893,4690,4715
8894,4690,4717
8895,4690,9110
8896,4690,9111
8897,4692,1617
8898,4692,9108
8899,4692,4715
8900,4692,9110
8901,4692,4717
8902,4692,9111
8903,4693,26
8904,4693,9
8905,4693,140
8906,4693,41
8907,4693,1232
8908,4693,6879
8909,4693,8689
8910,4693,6179
8911,4693,6100
8912,4693,117
8913,4693,8665
8914,4694,117
8915,4694,7267
8916,4695,1080
8917,4695,9110
8918,4696,117
8919,4696,1617
8920,4696,601
8921,4696,1618
8922,4697,117
8923,4700,1686
8924,4700,3925
8925,4700,117
8926,4700,4981
8927,4702,1232
8928,4702,117
8929,4705,117
8930,4706,8202
8931,4706,117
8932,4706,9106
8933,4707,1080
8934,4707,117
8935,4709,117
8936,4709,7903
8937,4711,117
8938,4712,117
8939,4713,117
8940,4714,4717
8941,4714,4716
8942,4715,2475
8943,4717,4719
8944,4717,4720
8945,4717,4714
8946,4717,9542
8947,4717,4722
8948,4717,4721
8949,4717,4723
8950,4718,4719
8951,4718,4720
8952,4718,4714
8953,4718,9542
8954,4718,4722
8955,4718,4721
8956,4718,4723
8957,4720,2475
8958,4722,26
8959,4722,1080
8960,4722,2475
8961,4724,118
8962,4724,391
8963,4724,9577
8964,4724,1077
8965,4724,9578
8966,4724,9579
8967,4724,9580
8968,4724,4758
8969,4724,9581
8970,4724,8698
8971,4724,9582
8972,4724,9583
8973,4724,9584
8974,4724,9585
8975,4724,9586
8976,4724,9587
8977,4724,9589
8978,4724,5971
8979,4724,9591
8980,4726,9577
8981,4726,118
8982,4727,5971
8983,4727,391
8984,4727,1078
8985,4727,6135
8986,4727,8627
8987,4727,8130
8988,4727,118
8989,4727,1077
8990,4727,1493
8991,4727,8717
8992,4727,7755
8993,4727,263
8994,4727,4752
8995,4728,9577
8996,4728,118
8997,4729,472
8998,4729,118
8999,4729,8717
9000,4729,7755
9001,4729,3937
9002,4731,118
9003,4731,7755
9004,4731,326
9005,4731,8765
9006,4732,9578
9007,4732,9577
9008,4732,118
9009,4733,8749
9010,4733,9562
9011,4733,257
9012,4733,5971
9013,4733,1077
9014,4733,9347
9015,4733,4742
9016,4733,9306
9017,4733,263
9018,4733,7763
9019,4733,1078
9020,4735,7902
9021,4735,258
9022,4735,9578
9023,4735,8729
9024,4735,8737
9025,4735,9577
9026,4735,9583
9027,4735,5971
9028,4735,118
9029,4735,263
9030,4737,118
9031,4737,263
9032,4737,5971
9033,4738,7760
9034,4738,7755
9035,4738,8765
9036,4738,3535
9037,4738,8006
9038,4738,118
9039,4738,263
9040,4739,118
9041,4739,122
9042,4739,1078
9043,4741,9281
9044,4741,118
9045,4741,3022
9046,4741,150
9047,4741,219
9048,4741,82
9049,4741,5990
9050,4741,7771
9051,4742,1077
9052,4742,214
9053,4742,1078
9054,4742,9567
9055,4742,5971
9056,4744,118
9057,4745,9578
9058,4745,1076
9059,4745,3022
9060,4746,118
9061,4748,118
9062,4750,118
9063,4751,9036
9064,4751,1660
9065,4752,118
9066,4754,118
9067,4754,4752
9068,4755,6130
9069,4755,1
9070,4755,1078
9071,4757,8698
9072,4757,9294
9073,4757,5971
9074,4757,118
9075,4758,118
9076,4761,118
9077,4761,4752
9078,4762,118
9079,4762,4752
9080,4766,1255
9081,4766,132
9082,4766,3410
9083,4767,119
9084,4768,8622
9085,4769,339
9086,4770,8052
9087,4770,8095
9088,4770,8089
9089,4770,3018
9090,4770,8055
9091,4770,196
9092,4770,119
9093,4770,392
9094,4771,8093
9095,4772,364
9096,4772,212
9097,4773,119
9098,4773,3018
9099,4773,70
9100,4773,3022
9101,4773,8092
9102,4773,392
9103,4775,4781
9104,4775,119
9105,4775,7902
9106,4776,8091
9107,4776,82
9108,4776,3410
9109,4776,3020
9110,4776,3022
9111,4776,1076
9112,4777,119
9113,4777,4765
9114,4777,4792
9115,4777,3407
9116,4777,388
9117,4779,8092
9118,4784,364
9119,4784,212
9120,4784,3714
9121,4785,119
9122,4785,1806
9123,4788,119
9124,4788,128
9125,4788,31
9126,4788,805
9127,4788,8665
9128,4788,8687
9129,4789,339
9130,4789,119
9131,4789,1617
9132,4789,3020
9133,4789,14
9134,4789,31
9135,4790,3020
9136,4790,138
9137,4790,3025
9138,4790,8093
9139,4790,8095
9140,4790,212
9141,4790,8089
9142,4791,3018
9143,4791,126
9144,4791,3802
9145,4791,4781
9146,4793,1437
9147,4793,388
9148,4793,119
9149,4793,339
9150,4794,1437
9151,4794,388
9152,4794,119
9153,4794,339
9154,4795,119
9155,4796,2216
9156,4797,2216
9157,4800,4799
9158,4803,6519
9159,4805,144
9160,4805,7894
9161,4805,33
9162,4805,1806
9163,4805,4966
9164,4808,3340
9165,4809,121
9166,4811,1806
9167,4813,4823
9168,4815,4823
9169,4819,4823
9170,4821,4823
9171,4822,4823
9172,4823,449
9173,4823,450
9174,4823,451
9175,4823,452
9176,4823,453
9177,4823,454
9178,4823,455
9179,4823,456
9180,4823,432
9181,4823,457
9182,4823,458
9183,4823,459
9184,4823,460
9185,4823,461
9186,4823,462
9187,4823,463
9188,4823,464
9189,4824,74
9190,4824,122
9191,4824,6130
9192,4824,6131
9193,4824,6132
9194,4824,82
9195,4824,6133
9196,4824,6134
9197,4824,6135
9198,4824,6136
9199,4824,6137
9200,4824,6138
9201,4824,6139
9202,4824,6140
9203,4824,6141
9204,4824,6142
9205,4824,6143
9206,4824,6144
9207,4824,6145
9208,4825,2382
9209,4825,3187
9210,4825,74
9211,4825,222
9212,4825,1078
9213,4825,122
9214,4825,158
9215,4825,93
9216,4825,8687
9217,4825,8164
9218,4825,294
9219,4825,3408
9220,4825,6136
9221,4825,618
9222,4827,1324
9223,4827,82
9224,4827,4395
9225,4827,3856
9226,4827,9
9227,4827,6427
9228,4828,1324
9229,4829,336
9230,4829,340
9231,4829,1079
9232,4829,5065
9233,4829,1324
9234,4829,127
9235,4829,3020
9236,4829,8695
9237,4829,8731
9238,4829,8665
9239,4829,8706
9240,4829,6178
9241,4829,8755
9242,4829,8687
9243,4829,8689
9244,4829,6135
9245,4832,8630
9246,4832,31
9247,4832,14
9248,4832,3020
9249,4832,246
9250,4832,1324
9251,4832,8620
9252,4832,128
9253,4832,1079
9254,4832,8637
9255,4832,8642
9256,4832,8647
9257,4833,74
9258,4833,158
9259,4833,122
9260,4833,3020
9261,4833,6134
9262,4836,1077
9263,4836,9281
9264,4836,1324
9265,4836,6135
9266,4837,74
9267,4837,3020
9268,4837,82
9269,4837,7758
9270,4837,6947
9271,4837,3378
9272,4837,6135
9273,4837,6121
9274,4837,3168
9275,4837,597
9276,4837,1812
9277,4837,6130
9278,4837,3408
9279,4840,5971
9280,4840,122
9281,4840,258
9282,4840,6135
9283,4840,260
9284,4840,8729
9285,4840,3937
9286,4840,9281
9287,4840,9591
9288,4840,326
9289,4843,1324
9290,4844,1324
9291,4844,8755
9292,4851,6145
9293,4851,3940
9294,4852,7905
9295,4852,123
9296,4852,62
9297,4852,4867
9298,4854,7905
9299,4854,17
9300,4854,35
9301,4854,244
9302,4855,123
9303,4859,123
9304,4865,609
9305,4867,0
9306,4867,7894
9307,4867,7899
9308,4867,458
9309,4867,8627
9310,4867,7902
9311,4867,369
9312,4867,8724
9313,4868,123
9314,4871,4967
9315,4882,123
9316,4883,597
9317,4883,17
9318,4883,7905
9319,4883,123
9320,4883,598
9321,4885,64
9322,4885,8467
9323,4885,123
9324,4888,8717
9325,4890,123
9326,4891,609
9327,4896,124
9328,4896,4981
9329,4898,138
9330,4898,124
9331,4900,124
9332,4902,26
9333,4902,158
9334,4902,124
9335,4903,1475
9336,4903,9139
9337,4903,2409
9338,4903,4823
9339,4903,5804
9340,4903,289
9341,4903,9577
9342,4903,2399
9343,4903,2406
9344,4903,9
9345,4903,376
9346,4903,2465
9347,4903,115
9348,4904,5065
9349,4904,5064
9350,4904,124
9351,4907,5065
9352,4907,5041
9353,4907,1661
9354,4908,1809
9355,4908,1806
9356,4908,4981
9357,4908,124
9358,4909,124
9359,4909,3856
9360,4909,1809
9361,4909,1811
9362,4909,1810
9363,4909,1808
9364,4909,1806
9365,4911,1491
9366,4911,2411
9367,4911,4925
9368,4911,27
9369,4911,37
9370,4911,8202
9371,4913,5041
9372,4914,1810
9373,4914,1983
9374,4914,124
9375,4915,124
9376,4918,124
9377,4919,4935
9378,4919,8716
9379,4919,5753
9380,4920,124
9381,4920,1618
9382,4921,124
9383,4922,124
9384,4922,32
9385,4923,390
9386,4923,8725
9387,4923,8773
9388,4923,124
9389,4924,124
9390,4926,124
9391,4927,1810
9392,4927,602
9393,4927,597
9394,4927,2826
9395,4927,8709
9396,4927,8756
9397,4927,8687
9398,4927,8689
9399,4927,8671
9400,4927,124
9401,4927,8771
9402,4927,3937
9403,4927,8717
9404,4927,169
9405,4927,6479
9406,4929,124
9407,4929,310
9408,4931,1810
9409,4931,602
9410,4931,597
9411,4931,2825
9412,4931,2826
9413,4931,8709
9414,4931,8756
9415,4931,8687
9416,4931,8689
9417,4931,8671
9418,4931,124
9419,4931,8771
9420,4931,3937
9421,4931,8717
9422,4931,169
9423,4931,6479
9424,4933,8725
9425,4939,4965
9426,4940,1617
9427,4941,385
9428,4949,2790
9429,4949,1751
9430,4949,601
9431,4949,602
9432,4949,608
9433,4951,8630
9434,4951,8633
9435,4953,8665
9436,4954,604
9437,4954,14
9438,4954,1224
9439,4955,2417
9440,4955,369
9441,4956,3297
9442,4956,8923
9443,4958,3297
9444,4958,8923
9445,4959,8724
9446,4959,5184
9447,4961,4966
9448,4961,125
9449,4961,155
9450,4963,2417
9451,4964,4965
9452,4965,2417
9453,4967,8716
9454,4968,125
9455,4970,148
9456,4970,12
9457,4970,9
9458,4970,126
9459,4970,14
9460,4970,385
9461,4970,332
9462,4971,1079
9463,4971,8621
9464,4971,31
9465,4971,14
9466,4971,126
9467,4971,4981
9468,4971,9
9469,4971,63
9470,4971,148
9471,4971,8652
9472,4971,8671
9473,4972,126
9474,4973,33
9475,4973,9
9476,4973,360
9477,4973,3995
9478,4973,8652
9479,4973,1809
9480,4973,1811
9481,4973,1807
9482,4973,1810
9483,4973,1806
9484,4973,1808
9485,4973,2217
9486,4973,8752
9487,4973,126
9488,4974,7111
9489,4974,9
9490,4974,126
9491,4975,5904
9492,4975,8629
9493,4975,8630
9494,4975,1079
9495,4975,126
9496,4975,9
9497,4975,7111
9498,4975,8636
9499,4975,8638
9500,4975,8642
9501,4975,8647
9502,4975,8648
9503,4975,8649
9504,4975,8651
9505,4976,126
9506,4977,604
9507,4977,31
9508,4977,14
9509,4977,7110
9510,4977,1286
9511,4977,126
9512,4977,7111
9513,4977,9
9514,4977,12
9515,4977,36
9516,4978,126
9517,4978,332
9518,4978,7111
9519,4978,9
9520,4979,7111
